Salary,JobInsecurity,JobSatisfaction,Tenure,EmotionalExhaustion,Domain,OrgLevel,Demographics,SupervisorSatisfaction,CareerAdvancement,WorkLifeBalance,OrgAlignment,LaborMarketCondition,Salary_JS,JS_SupS,Tenure_CA,Exhaustion_WLB,CA_Align,Domain_LMC,leave
73303.91,0.73,4,2.27,0.4,IT,Entry,Mid-Age,3,1,1,3,1,293215.66,12,2.27,0.4,3,IT_1,0
51701.81,0.41,4,1.58,0.17,HR,Senior,Young/Married,3,1,2,3,1,206807.24,12,1.58,0.35,3,HR_1,0
51056.42,0.66,2,2.48,0.21,HR,Senior,Mid-Age,3,1,1,2,1,102112.85,6,2.48,0.21,2,HR_1,0
84740.55,0.42,4,6.5,0.3,Product Design,Executive,Young/Single,2,1,2,3,1,338962.2,8,6.5,0.61,3,Product Design_1,0
53124.49,0.58,4,7.33,0.11,HR,Mid,Young/Single,3,1,2,2,0,212497.95,12,7.33,0.22,2,HR_0,0
36714.22,0.63,4,1.29,0.19,Marketing,Senior,Young/Single,4,1,3,3,1,146856.88,16,1.29,0.58,3,Marketing_1,0
47135.32,0.57,5,4.52,0.04,HR,Entry,Mid-Age,3,0,2,3,1,235676.59,15,0,0.08,0,HR_1,0
55559.91,0.48,3,9.18,0.21,IT,Entry,Mid-Age,5,1,2,2,1,166679.74,15,9.18,0.43,2,IT_1,0
54976.34,0.64,2,2.29,0.36,Finance,Mid,Mid-Age,4,1,1,1,1,109952.68,8,2.29,0.36,1,Finance_1,0
57815.66,0.52,4,9.83,0.17,Marketing,Senior,Young/Married,3,1,3,3,0,231262.65,12,9.83,0.5,3,Marketing_0,0
90351.32,0.54,2,1.23,0.25,HR,Entry,Young/Married,2,1,2,3,0,180702.63,4,1.23,0.49,3,HR_0,0
49675.28,0.39,5,1.7,0.26,Product Design,Entry,Young/Married,5,1,1,2,0,248376.39,25,1.7,0.26,2,Product Design_0,0
62372.11,0.53,1,3.35,0.52,Product Design,Mid,Mid-Age,5,0,2,1,1,62372.11,5,0,1.05,0,Product Design_1,0
56671.13,0.35,3,2.53,0.16,Finance,Entry,Mid-Age,1,0,3,2,0,170013.39,3,0,0.48,0,Finance_0,0
69873.57,0.6,2,0.15,0.43,Finance,Entry,Older,4,0,1,2,0,139747.14,8,0,0.43,0,Finance_0,0
49327.42,0.59,3,8.78,0.09,Marketing,Entry,Young/Married,2,1,1,3,0,147982.25,6,8.78,0.09,3,Marketing_0,0
56806.7,0.49,3,2.59,0.26,Finance,Entry,Mid-Age,4,1,3,3,1,170420.1,12,2.59,0.78,3,Finance_1,0
49251.64,0.35,2,4.36,0.43,IT,Executive,Young/Single,3,1,2,2,0,98503.28,6,4.36,0.87,2,IT_0,0
51004.57,0.56,4,1.3,0.5,IT,Mid,Young/Single,3,1,2,2,1,204018.29,12,1.3,1,2,IT_1,0
30662.27,0.22,4,3.68,0.1,Finance,Entry,Older,3,1,2,1,0,122649.09,12,3.68,0.19,1,Finance_0,0
82580.37,0.35,4,6.18,0.43,Marketing,Mid,Older,5,0,3,1,1,330321.47,20,0,1.29,0,Marketing_1,0
90412.55,0.56,3,1.09,0.18,Product Design,Entry,Older,2,0,3,2,1,271237.65,6,0,0.55,0,Product Design_1,0
41578.73,0.37,4,4.5,0.44,Finance,Entry,Young/Single,3,1,1,3,0,166314.9,12,4.5,0.44,3,Finance_0,0
56192.89,0.78,3,2.91,0.03,IT,Entry,Young/Married,3,1,3,1,0,168578.67,9,2.91,0.09,1,IT_0,0
88358.75,0.54,2,3.67,0.56,Finance,Mid,Young/Married,4,1,2,2,0,176717.51,8,3.67,1.11,2,Finance_0,0
47417.61,0.44,2,7.8,0.56,IT,Mid,Young/Single,3,1,2,1,0,94835.22,6,7.8,1.12,1,IT_0,0
72627.88,0.46,3,2.23,0.09,Accounting,Senior,Young/Single,3,1,2,3,1,217883.64,9,2.23,0.17,3,Accounting_1,0
62750.58,0.34,3,1.94,0.39,HR,Senior,Young/Single,4,0,2,3,0,188251.73,12,0,0.77,0,HR_0,0
83112.24,0.25,4,3.4,0.42,IT,Senior,Young/Single,2,0,1,2,1,332448.96,8,0,0.42,0,IT_1,0
44815.38,0.65,4,2.53,0.28,Marketing,Mid,Older,3,1,2,2,0,179261.52,12,2.53,0.57,2,Marketing_0,0
57703.07,0.53,2,1.65,0.2,Product Design,Entry,Young/Single,2,1,1,2,1,115406.14,4,1.65,0.2,2,Product Design_1,0
48727.57,0.29,3,5.06,0.03,Product Design,Entry,Young/Married,3,1,2,2,0,146182.71,9,5.06,0.07,2,Product Design_0,0
52100.39,0.43,4,4.31,0.13,IT,Senior,Older,5,1,3,3,1,208401.54,20,4.31,0.39,3,IT_1,0
54859.7,0.53,3,6.65,0.29,HR,Senior,Mid-Age,4,1,2,3,0,164579.1,12,6.65,0.58,3,HR_0,0
35155.07,0.5,5,5.26,0.25,Product Design,Senior,Young/Single,4,1,1,3,0,175775.37,20,5.26,0.25,3,Product Design_0,0
76714.38,0.5,5,5.07,0.51,Product Design,Entry,Mid-Age,2,1,1,2,1,383571.88,10,5.07,0.51,2,Product Design_1,0
53612.58,0.17,2,3.48,0.47,Finance,Entry,Young/Single,5,1,2,3,1,107225.15,10,3.48,0.95,3,Finance_1,0
46711.78,0.63,4,0.76,0.4,Finance,Mid,Mid-Age,4,1,3,2,0,186847.1,16,0.76,1.2,2,Finance_0,0
106337.33,0.62,4,2.66,0.09,Finance,Entry,Young/Single,3,1,3,2,0,425349.31,12,2.66,0.28,2,Finance_0,0
92260.16,0.39,4,4.32,0.5,HR,Mid,Mid-Age,4,1,2,1,1,369040.65,16,4.32,1,1,HR_1,0
60840.9,0.77,3,1.14,0.39,Accounting,Senior,Older,4,1,3,3,1,182522.69,12,1.14,1.18,3,Accounting_1,0
48533.64,0.49,2,6.87,0.28,Marketing,Mid,Older,3,1,2,2,0,97067.28,6,6.87,0.56,2,Marketing_0,0
40873.25,0.58,2,4.02,0.32,HR,Mid,Young/Single,5,1,3,3,0,81746.49,10,4.02,0.97,3,HR_0,0
77998.4,0.64,3,12.59,0.25,Marketing,Entry,Young/Married,4,0,3,1,0,233995.19,12,0,0.76,0,Marketing_0,0
47414.89,0.35,4,2.64,0.8,Finance,Mid,Mid-Age,1,1,2,3,1,189659.57,4,2.64,1.59,3,Finance_1,0
42632.89,0.44,3,4.55,0.38,Accounting,Mid,Young/Single,5,1,2,1,1,127898.66,15,4.55,0.77,1,Accounting_1,0
87707.3,0.32,1,6.85,0.41,Product Design,Entry,Young/Single,5,1,3,3,1,87707.3,5,6.85,1.23,3,Product Design_1,0
77812.49,0.3,2,7.48,0.36,Marketing,Executive,Mid-Age,5,0,1,3,1,155624.99,10,0,0.36,0,Marketing_1,0
56651.49,0.38,3,5.58,0.03,Product Design,Entry,Mid-Age,3,1,3,3,0,169954.46,9,5.58,0.1,3,Product Design_0,0
96393.76,0.24,3,5.58,0.12,IT,Mid,Mid-Age,5,1,2,3,1,289181.27,15,5.58,0.25,3,IT_1,0
85727.66,0.45,2,4.15,0.45,IT,Mid,Mid-Age,5,0,2,2,0,171455.32,10,0,0.89,0,IT_0,0
46344.24,0.48,1,2.21,0.6,IT,Senior,Mid-Age,3,1,2,3,0,46344.24,3,2.21,1.2,3,IT_0,0
78879.66,0.49,3,5.21,0.22,Accounting,Mid,Young/Single,3,0,2,3,1,236638.98,9,0,0.44,0,Accounting_1,0
66089.07,0.56,3,4.9,0.15,IT,Mid,Older,2,1,2,2,1,198267.21,6,4.9,0.31,2,IT_1,0
50385.68,0.46,2,6.38,0.5,Marketing,Entry,Young/Single,4,1,2,3,1,100771.36,8,6.38,0.99,3,Marketing_1,0
99155.84,0.67,5,1.14,0.23,HR,Senior,Older,1,0,3,2,1,495779.21,5,0,0.7,0,HR_1,0
57756.33,0.66,3,1.96,0.1,IT,Mid,Older,3,1,3,3,1,173269,9,1.96,0.3,3,IT_1,0
74555.3,0.39,3,2.13,0.16,Finance,Entry,Older,4,0,1,3,1,223665.9,12,0,0.16,0,Finance_1,0
66242.81,0.49,2,15.02,0.28,Finance,Mid,Young/Married,2,1,2,3,0,132485.62,4,15.02,0.56,3,Finance_0,0
34939.94,0.49,3,1.83,0.11,Marketing,Entry,Mid-Age,1,1,2,2,0,104819.81,3,1.83,0.22,2,Marketing_0,0
45631.71,0.59,2,1.91,0.5,Finance,Entry,Young/Single,4,1,2,2,1,91263.41,8,1.91,1.01,2,Finance_1,0
43788.15,0.58,3,1.05,0.4,Product Design,Mid,Young/Single,5,0,2,1,1,131364.45,15,0,0.79,0,Product Design_1,0
74358.74,0.44,3,1.48,0.12,Finance,Mid,Young/Married,1,1,3,2,0,223076.21,3,1.48,0.36,2,Finance_0,0
63437.51,0.78,3,4.2,0.31,Finance,Entry,Mid-Age,1,1,2,3,1,190312.54,3,4.2,0.61,3,Finance_1,0
54075.01,0.35,4,5.41,0.22,Marketing,Senior,Young/Single,4,0,1,1,0,216300.06,16,0,0.22,0,Marketing_0,0
87853.67,0.47,5,0.4,0.36,Product Design,Mid,Young/Married,4,1,3,2,1,439268.36,20,0.4,1.09,2,Product Design_1,0
110613.42,0.49,2,2.48,0.48,Accounting,Mid,Young/Single,2,1,1,3,1,221226.84,4,2.48,0.48,3,Accounting_1,0
108220,0.52,5,5.18,0.35,IT,Entry,Young/Single,3,1,2,2,1,541100.02,15,5.18,0.69,2,IT_1,0
57436.28,0.58,2,3.27,0.17,Product Design,Entry,Young/Single,3,0,3,2,1,114872.56,6,0,0.5,0,Product Design_1,0
44619.56,0.33,2,5.74,0.09,IT,Entry,Young/Married,3,1,2,2,0,89239.11,6,5.74,0.17,2,IT_0,0
48190.55,0.52,4,11.19,0.27,IT,Mid,Young/Single,4,0,2,3,1,192762.2,16,0,0.55,0,IT_1,0
59403.9,0.27,3,0.62,0.57,IT,Senior,Young/Married,2,1,1,2,1,178211.71,6,0.62,0.57,2,IT_1,0
68388,0.22,3,1.61,0.25,Marketing,Senior,Young/Single,2,1,1,2,1,205163.99,6,1.61,0.25,2,Marketing_1,0
40562.19,0.55,2,3.05,0.48,HR,Mid,Mid-Age,3,1,2,2,0,81124.39,6,3.05,0.96,2,HR_0,0
72075.76,0.27,1,2.64,0.35,Accounting,Senior,Young/Married,4,1,1,2,1,72075.76,4,2.64,0.35,2,Accounting_1,0
30199.62,0.62,2,5.21,0.47,IT,Mid,Young/Single,1,0,3,2,0,60399.24,2,0,1.41,0,IT_0,0
92409.21,0.48,5,4.76,0.31,IT,Senior,Mid-Age,1,1,1,3,0,462046.06,5,4.76,0.31,3,IT_0,0
44219.25,0.36,3,2.35,0.22,Product Design,Entry,Young/Single,4,1,1,3,1,132657.76,12,2.35,0.22,3,Product Design_1,0
57835.5,0.39,1,3.81,0.32,IT,Mid,Mid-Age,4,1,1,3,1,57835.5,4,3.81,0.32,3,IT_1,0
66821.63,0.38,3,9.68,0.09,Marketing,Entry,Mid-Age,3,0,2,3,1,200464.89,9,0,0.17,0,Marketing_1,0
63296.88,0.51,3,11.34,0.5,IT,Mid,Young/Single,4,1,2,2,1,189890.63,12,11.34,1,2,IT_1,0
77135.3,0.6,3,4.83,0.2,IT,Senior,Young/Single,4,1,3,2,0,231405.9,12,4.83,0.59,2,IT_0,0
48372.8,0.32,2,2.54,0.13,Marketing,Senior,Young/Single,3,1,2,2,1,96745.61,6,2.54,0.26,2,Marketing_1,0
55795.1,0.48,2,4.52,0.35,HR,Entry,Young/Married,1,1,1,2,1,111590.19,2,4.52,0.35,2,HR_1,0
60459.68,0.53,3,2.99,0.37,Accounting,Mid,Young/Single,3,0,2,3,1,181379.04,9,0,0.74,0,Accounting_1,0
53874.04,0.42,2,2.94,0.29,Finance,Entry,Older,1,1,2,2,0,107748.09,2,2.94,0.59,2,Finance_0,0
84077.51,0.44,3,3.27,0.72,Marketing,Senior,Young/Single,4,1,3,2,0,252232.54,12,3.27,2.16,2,Marketing_0,0
43123.89,0.6,4,2.75,0.23,Accounting,Entry,Mid-Age,3,0,3,2,1,172495.56,12,0,0.68,0,Accounting_1,0
74445.41,0.71,2,2.31,0.24,Marketing,Mid,Mid-Age,5,0,1,2,0,148890.81,10,0,0.24,0,Marketing_0,0
60304.31,0.57,3,4.73,0.05,HR,Entry,Young/Single,4,0,3,2,1,180912.92,12,0,0.16,0,HR_1,0
67210.64,0.64,1,1.68,0.69,Marketing,Mid,Older,3,1,2,1,1,67210.64,3,1.68,1.39,1,Marketing_1,0
80199.44,0.52,3,1.94,0.36,Product Design,Mid,Young/Single,4,1,3,2,1,240598.32,12,1.94,1.07,2,Product Design_1,0
85446.22,0.41,3,3.01,0.5,HR,Entry,Mid-Age,4,0,1,3,0,256338.66,12,0,0.5,0,HR_0,0
44361.05,0.24,5,0.12,0.21,Marketing,Executive,Older,4,0,2,3,0,221805.26,20,0,0.43,0,Marketing_0,0
66906.78,0.25,4,4.53,0.29,Marketing,Entry,Mid-Age,5,0,2,2,1,267627.13,20,0,0.58,0,Marketing_1,0
88190.48,0.4,3,5.71,0.12,Product Design,Mid,Older,3,1,1,3,1,264571.44,9,5.71,0.12,3,Product Design_1,0
118422.25,0.37,2,4.79,0.27,Accounting,Entry,Mid-Age,3,0,2,3,1,236844.51,6,0,0.54,0,Accounting_1,0
71016.17,0.39,1,2.28,0.15,Product Design,Mid,Mid-Age,4,1,3,3,1,71016.17,4,2.28,0.45,3,Product Design_1,0
66541.52,0.55,3,5.97,0.24,Finance,Mid,Mid-Age,3,0,3,3,1,199624.57,9,0,0.73,0,Finance_1,0
64285.82,0.43,3,1.75,0.49,Accounting,Mid,Older,2,1,1,2,0,192857.45,6,1.75,0.49,2,Accounting_0,0
55830.75,0.37,4,13,0.35,HR,Mid,Young/Single,4,1,2,2,1,223322.99,16,13,0.7,2,HR_1,0
54084.49,0.3,3,2.13,0.27,Finance,Mid,Older,3,1,1,3,1,162253.46,9,2.13,0.27,3,Finance_1,0
80788.48,0.6,2,0.84,0.16,Accounting,Senior,Young/Single,2,1,2,2,0,161576.96,4,0.84,0.32,2,Accounting_0,0
47117.18,0.41,5,1.91,0.02,Marketing,Entry,Older,1,1,3,3,0,235585.91,5,1.91,0.05,3,Marketing_0,0
66475,0.59,2,1.68,0.37,HR,Senior,Older,2,1,2,2,1,132949.99,4,1.68,0.73,2,HR_1,0
86343.54,0.48,1,4.35,0.44,Finance,Entry,Mid-Age,1,0,2,3,1,86343.54,1,0,0.87,0,Finance_1,0
33382.07,0.55,4,8.95,0.15,Product Design,Mid,Young/Single,1,0,2,2,1,133528.28,4,0,0.3,0,Product Design_1,0
32798.74,0.54,5,3.27,0.26,Finance,Entry,Young/Single,4,0,2,1,1,163993.72,20,0,0.51,0,Finance_1,0
93213.62,0.85,3,2.5,0.43,HR,Entry,Mid-Age,4,1,3,3,1,279640.87,12,2.5,1.28,3,HR_1,0
26919.64,0.31,5,5.29,0.22,HR,Senior,Older,2,0,2,2,0,134598.2,10,0,0.45,0,HR_0,0
29877.44,0.55,5,8.24,0.3,Accounting,Entry,Young/Single,2,0,2,2,1,149387.2,10,0,0.6,0,Accounting_1,0
92601.61,0.44,3,0.18,0.2,IT,Senior,Young/Single,1,1,2,2,1,277804.82,3,0.18,0.4,2,IT_1,0
37584.69,0.62,3,3.14,0.07,Product Design,Senior,Young/Single,4,1,2,3,0,112754.07,12,3.14,0.13,3,Product Design_0,0
103261.44,0.51,4,4.32,0.46,Finance,Entry,Mid-Age,4,1,2,2,1,413045.74,16,4.32,0.91,2,Finance_1,0
52910.88,0.48,3,2.51,0.04,Marketing,Senior,Young/Single,1,1,1,3,0,158732.64,3,2.51,0.04,3,Marketing_0,0
60758.67,0.25,3,0.91,0.08,Finance,Mid,Young/Single,4,0,1,3,1,182276,12,0,0.08,0,Finance_1,0
45283.94,0.78,1,1.55,0.33,HR,Mid,Mid-Age,1,0,2,3,0,45283.94,1,0,0.65,0,HR_0,0
72558.92,0.55,2,3.09,0.27,HR,Senior,Older,4,1,2,1,1,145117.85,8,3.09,0.55,1,HR_1,0
60863.05,0.57,4,15.24,0.18,Product Design,Entry,Young/Single,3,0,1,3,0,243452.21,12,0,0.18,0,Product Design_0,0
36916.32,0.22,4,3.92,0.23,IT,Mid,Older,3,1,1,3,1,147665.27,12,3.92,0.23,3,IT_1,0
44536.63,0.56,4,4.41,0.46,IT,Senior,Older,4,1,3,2,1,178146.53,16,4.41,1.37,2,IT_1,0
97554.06,0.31,1,7.05,0.21,Accounting,Entry,Young/Single,5,1,1,3,1,97554.06,5,7.05,0.21,3,Accounting_1,0
85615.38,0.18,3,7.87,0.1,Finance,Senior,Older,5,1,1,2,0,256846.15,15,7.87,0.1,2,Finance_0,0
27376.36,0.36,5,7.64,0.09,Product Design,Entry,Young/Married,3,1,2,2,1,136881.81,15,7.64,0.19,2,Product Design_1,0
54408.9,0.47,3,1.09,0.18,Product Design,Mid,Young/Married,4,1,2,2,1,163226.7,12,1.09,0.35,2,Product Design_1,0
30304.85,0.53,2,3.24,0.44,Finance,Mid,Young/Married,5,1,1,2,1,60609.69,10,3.24,0.44,2,Finance_1,0
61957.72,0.64,3,3.8,0.32,HR,Entry,Mid-Age,4,0,3,2,1,185873.15,12,0,0.97,0,HR_1,0
55348.17,0.62,2,2.64,0.51,IT,Mid,Older,5,1,3,2,0,110696.35,10,2.64,1.54,2,IT_0,0
61485.75,0.87,3,4,0.22,IT,Senior,Young/Single,4,1,3,3,1,184457.26,12,4,0.67,3,IT_1,0
60674.92,0.61,2,4.76,0.23,IT,Entry,Older,1,1,1,2,1,121349.83,2,4.76,0.23,2,IT_1,0
91870.47,0.64,1,6.59,0.15,Accounting,Entry,Mid-Age,2,1,2,1,1,91870.47,2,6.59,0.29,1,Accounting_1,0
52692.91,0.45,5,2.89,0.33,Product Design,Entry,Young/Married,3,1,2,2,1,263464.53,15,2.89,0.66,2,Product Design_1,0
72411.34,0.3,4,2.58,0.08,IT,Mid,Young/Single,3,1,2,3,0,289645.37,12,2.58,0.16,3,IT_0,0
64315.27,0.47,3,4.68,0.38,HR,Senior,Mid-Age,4,1,3,1,0,192945.8,12,4.68,1.15,1,HR_0,0
76972.02,0.12,4,3.84,0.24,IT,Executive,Mid-Age,4,1,1,2,1,307888.09,16,3.84,0.24,2,IT_1,0
64931.66,0.43,2,14.62,0.29,Finance,Mid,Older,3,1,3,2,0,129863.32,6,14.62,0.87,2,Finance_0,0
38765.02,0.35,1,2.1,0.41,Product Design,Entry,Young/Single,4,1,1,2,1,38765.02,4,2.1,0.41,2,Product Design_1,0
74966.22,0.38,3,4.76,0.43,Product Design,Entry,Young/Single,3,1,3,1,1,224898.66,9,4.76,1.28,1,Product Design_1,0
50007.39,0.02,5,5.06,0.33,Finance,Mid,Young/Single,4,1,1,2,1,250036.96,20,5.06,0.33,2,Finance_1,0
54263.37,0.46,3,0.78,0.05,Accounting,Entry,Young/Married,4,1,2,2,0,162790.12,12,0.78,0.11,2,Accounting_0,0
70498.88,0.65,1,12.7,0.04,Finance,Senior,Young/Single,5,1,2,2,1,70498.88,5,12.7,0.07,2,Finance_1,0
71558.13,0.47,4,1.48,0.27,IT,Mid,Young/Married,3,1,3,1,0,286232.52,12,1.48,0.8,1,IT_0,0
47140.6,0.11,3,6.65,0.71,Finance,Entry,Young/Single,3,1,3,3,1,141421.8,9,6.65,2.13,3,Finance_1,0
49578.27,0.35,3,2.39,0.15,Accounting,Mid,Young/Married,5,1,2,2,0,148734.8,15,2.39,0.31,2,Accounting_0,0
24173.38,0.51,3,2.85,0.14,Accounting,Entry,Mid-Age,3,1,2,3,0,72520.14,9,2.85,0.28,3,Accounting_0,0
80535.82,0.45,2,1.33,0.31,Accounting,Senior,Mid-Age,5,1,2,3,1,161071.63,10,1.33,0.62,3,Accounting_1,0
58619.41,0.43,3,10.21,0.34,HR,Senior,Mid-Age,4,1,2,3,0,175858.22,12,10.21,0.69,3,HR_0,0
56462.16,0.36,2,2.71,0.72,HR,Senior,Young/Single,3,1,3,2,1,112924.33,6,2.71,2.16,2,HR_1,0
48413.52,0.66,3,4.34,0.44,Product Design,Mid,Young/Single,2,1,2,2,1,145240.56,6,4.34,0.89,2,Product Design_1,0
81254.3,0.38,4,2.67,0.31,Accounting,Entry,Young/Single,4,1,3,1,1,325017.21,16,2.67,0.92,1,Accounting_1,0
69074.11,0.36,4,1.98,0.37,Product Design,Mid,Mid-Age,4,0,3,3,1,276296.43,16,0,1.12,0,Product Design_1,0
42244.86,0.38,5,2.43,0.73,IT,Entry,Young/Single,3,1,3,2,0,211224.32,15,2.43,2.18,2,IT_0,0
72048.11,0.58,1,6.73,0.28,Marketing,Entry,Young/Single,2,1,3,2,0,72048.11,2,6.73,0.83,2,Marketing_0,0
29677.4,0.62,3,0.81,0.11,Accounting,Mid,Young/Married,4,1,1,1,0,89032.21,12,0.81,0.11,1,Accounting_0,0
75403.09,0.56,4,2.07,0.17,Product Design,Senior,Older,4,1,1,2,1,301612.38,16,2.07,0.17,2,Product Design_1,0
85186.54,0.54,4,1.9,0.2,IT,Mid,Mid-Age,3,1,1,2,1,340746.14,12,1.9,0.2,2,IT_1,0
46988.26,0.44,3,0.94,0.27,Accounting,Entry,Older,4,1,2,2,0,140964.78,12,0.94,0.54,2,Accounting_0,0
42763.92,0.36,3,3.87,0.16,Product Design,Mid,Mid-Age,3,1,2,2,1,128291.75,9,3.87,0.32,2,Product Design_1,0
82655.3,0.54,5,1.33,0.77,Marketing,Senior,Mid-Age,3,0,1,2,0,413276.51,15,0,0.77,0,Marketing_0,0
95387.13,0.45,4,4.39,0.3,Marketing,Senior,Young/Single,4,1,2,1,1,381548.5,16,4.39,0.59,1,Marketing_1,0
53423.51,0.56,3,2.03,0.22,Product Design,Mid,Older,3,1,3,3,1,160270.52,9,2.03,0.66,3,Product Design_1,0
72958.92,0.44,3,1,0.22,IT,Mid,Mid-Age,3,1,3,2,1,218876.77,9,1,0.66,2,IT_1,0
68935.38,0.59,3,4.22,0.23,Accounting,Senior,Young/Single,3,1,3,1,1,206806.15,9,4.22,0.69,1,Accounting_1,0
44557.17,0.33,1,7.76,0.18,IT,Entry,Young/Married,4,0,3,2,1,44557.17,4,0,0.53,0,IT_1,0
48710.61,0.31,3,3.21,0.29,Marketing,Entry,Young/Single,4,1,1,3,1,146131.83,12,3.21,0.29,3,Marketing_1,0
50239.82,0.71,3,6.33,0.29,HR,Mid,Young/Married,3,1,2,2,0,150719.47,9,6.33,0.59,2,HR_0,0
47487.13,0.27,3,7.61,0.07,Marketing,Senior,Young/Single,3,1,2,2,0,142461.4,9,7.61,0.14,2,Marketing_0,0
52945.4,0.59,5,2.95,0.27,Finance,Entry,Older,1,1,3,2,1,264727.02,5,2.95,0.81,2,Finance_1,0
67622.78,0.51,3,7.83,0.5,Marketing,Entry,Young/Single,5,1,1,3,0,202868.35,15,7.83,0.5,3,Marketing_0,0
75279.14,0.46,2,5.84,0.28,Marketing,Senior,Mid-Age,3,1,3,1,1,150558.28,6,5.84,0.83,1,Marketing_1,0
55427.25,0.5,4,4.8,0.44,Product Design,Mid,Mid-Age,4,1,1,3,1,221709,16,4.8,0.44,3,Product Design_1,0
76245.97,0.39,5,17.12,0.16,Product Design,Executive,Mid-Age,3,1,3,2,1,381229.83,15,17.12,0.48,2,Product Design_1,0
29543.71,0.59,3,2.13,0.12,HR,Mid,Young/Married,2,0,1,3,0,88631.13,6,0,0.12,0,HR_0,0
105533.55,0.43,3,0.96,0.71,Marketing,Executive,Young/Married,3,0,3,2,0,316600.65,9,0,2.14,0,Marketing_0,0
73369.77,0.56,4,1.62,0.12,IT,Entry,Older,3,1,2,3,1,293479.06,12,1.62,0.25,3,IT_1,0
54565.35,0.53,4,0.6,0.6,IT,Entry,Young/Single,2,0,3,1,1,218261.41,8,0,1.81,0,IT_1,0
42382.71,0.36,1,3.14,0.57,IT,Entry,Young/Single,4,0,2,2,0,42382.71,4,0,1.14,0,IT_0,0
65388.95,0.35,5,2.47,0.34,Finance,Entry,Mid-Age,4,1,2,3,0,326944.74,20,2.47,0.67,3,Finance_0,0
52551.4,0.43,2,1.32,0.39,Accounting,Entry,Young/Married,3,1,3,3,0,105102.79,6,1.32,1.18,3,Accounting_0,0
70985.88,0.61,3,2.49,0.52,Finance,Senior,Older,4,1,2,3,0,212957.64,12,2.49,1.04,3,Finance_0,0
49162.86,0.35,1,7.92,0.16,Accounting,Senior,Young/Single,5,1,2,3,0,49162.86,5,7.92,0.33,3,Accounting_0,0
48707.17,0.37,3,0.64,0.22,HR,Mid,Mid-Age,3,1,2,2,0,146121.51,9,0.64,0.45,2,HR_0,0
34736.83,0.4,4,7.38,0.14,Product Design,Entry,Mid-Age,3,1,2,1,1,138947.31,12,7.38,0.29,1,Product Design_1,0
54812.18,0.63,3,1.27,0.42,HR,Entry,Older,4,1,1,3,1,164436.54,12,1.27,0.42,3,HR_1,0
46691.29,0.57,4,1.06,0.27,Marketing,Senior,Young/Married,3,1,1,2,1,186765.14,12,1.06,0.27,2,Marketing_1,0
85358.55,0.57,3,9.24,0.21,Marketing,Mid,Mid-Age,4,0,1,2,1,256075.66,12,0,0.21,0,Marketing_1,0
49697.66,0.77,4,4.38,0.2,Accounting,Mid,Older,3,1,3,3,1,198790.63,12,4.38,0.59,3,Accounting_1,0
95378.57,0.6,3,13.69,0.33,Product Design,Entry,Young/Single,4,1,2,2,0,286135.72,12,13.69,0.67,2,Product Design_0,0
61333.07,0.63,4,0.9,0.32,Finance,Entry,Mid-Age,4,1,2,2,0,245332.29,16,0.9,0.64,2,Finance_0,0
51123.61,0.5,1,1.09,0.13,Accounting,Senior,Young/Single,4,0,2,2,1,51123.61,4,0,0.26,0,Accounting_1,0
40668.53,0.63,3,1.21,0.47,Accounting,Mid,Young/Single,3,0,1,1,1,122005.59,9,0,0.47,0,Accounting_1,0
46817.07,0.5,4,3.5,0.05,IT,Mid,Young/Single,5,1,2,2,1,187268.29,20,3.5,0.1,2,IT_1,0
112283.98,0.33,2,5.5,0.08,Product Design,Senior,Young/Married,2,1,2,3,1,224567.96,4,5.5,0.17,3,Product Design_1,0
53693.2,0.53,3,3.13,0.26,Accounting,Mid,Older,3,1,1,1,1,161079.59,9,3.13,0.26,1,Accounting_1,0
29258.64,0.41,3,6.15,0.29,IT,Mid,Young/Single,3,1,3,3,0,87775.92,9,6.15,0.88,3,IT_0,0
84036.99,0.6,1,2.84,0.25,Finance,Mid,Young/Married,2,0,3,1,1,84036.99,2,0,0.76,0,Finance_1,0
103902.95,0.45,1,5.36,0.06,Accounting,Entry,Young/Married,5,0,1,3,1,103902.95,5,0,0.06,0,Accounting_1,0
48993.46,0.62,3,1.73,0.29,IT,Mid,Mid-Age,3,1,2,3,1,146980.38,9,1.73,0.57,3,IT_1,0
47947.97,0.44,1,6.63,0.12,IT,Mid,Young/Single,4,0,2,2,1,47947.97,4,0,0.25,0,IT_1,0
62123.84,0.6,3,7,0.13,IT,Mid,Older,2,1,2,3,1,186371.53,6,7,0.26,3,IT_1,0
59451.59,0.34,2,1.5,0.48,IT,Entry,Mid-Age,3,1,2,3,1,118903.17,6,1.5,0.95,3,IT_1,0
68855.99,0.73,2,6.98,0.35,Finance,Senior,Mid-Age,5,1,3,3,0,137711.99,10,6.98,1.04,3,Finance_0,0
53524.57,0.61,4,6.02,0.27,IT,Mid,Young/Single,4,1,1,3,1,214098.26,16,6.02,0.27,3,IT_1,0
66330.68,0.49,4,1.51,0.54,Marketing,Senior,Older,3,1,1,2,1,265322.73,12,1.51,0.54,2,Marketing_1,0
41150.17,0.46,1,1.91,0.21,Accounting,Entry,Older,3,1,1,2,0,41150.17,3,1.91,0.21,2,Accounting_0,0
